"Record ID","Auditor initials","Journal name","Does the journal recommend or mandate any relevant document? (e.g. EQUATOR guidelines, J Physiol Drummond good reporting series, J Appl Physiol Curran-Everett series)    * If the journal only mentions or highlights that external reporting guidelines exists, DO NOT tick the box in RedCap for the mentioned reporting guideline(s).  * If the journal recommends or mandates one or more external reporting guidelines, DO tick the box in RedCap for the mentioned reporting guideline(s).","Name(s) of reference document(s) (choice=AGREE)","Name(s) of reference document(s) (choice=APS_Rigor)","Name(s) of reference document(s) (choice=ARRIVE)","Name(s) of reference document(s) (choice=BRISQ)","Name(s) of reference document(s) (choice=CARE)","Name(s) of reference document(s) (choice=CHEERS)","Name(s) of reference document(s) (choice=CONSORT)","Name(s) of reference document(s) (choice=COREQ)","Name(s) of reference document(s) (choice=FORCE)","Name(s) of reference document(s) (choice=GRIPS)","Name(s) of reference document(s) (choice=ICMJE-recomm)","Name(s) of reference document(s) (choice=MOOSE)","Name(s) of reference document(s) (choice=PRISMA)","Name(s) of reference document(s) (choice=recomm-report-)","Name(s) of reference document(s) (choice=RECORD)","Name(s) of reference document(s) (choice=REFLECT)","Name(s) of reference document(s) (choice=REMARK)","Name(s) of reference document(s) (choice=RIGHT)","Name(s) of reference document(s) (choice=SAMPL)","Name(s) of reference document(s) (choice=SPIRIT)","Name(s) of reference document(s) (choice=SQUIRE)","Name(s) of reference document(s) (choice=SRQR)","Name(s) of reference document(s) (choice=stand-rep-qual-)","Name(s) of reference document(s) (choice=STARD)","Name(s) of reference document(s) (choice=STREGA)","Name(s) of reference document(s) (choice=STROBE)","Name(s) of reference document(s) (choice=STROND PART 1 AND 2)","Name(s) of reference document(s) (choice=TIDieR)","Name(s) of reference document(s) (choice=TOP)","Name(s) of reference document(s) (choice=TREND)","Name(s) of reference document(s) (choice=TRIPOD)","Report whether the study protocol was pre-registered, for clinical trials?",Comments,"Report whether the study protocol was pre-registered or registered, for all other study designs?",Comments,"Report all statistical tests performed?",Comments,"Report all outcomes?",Comments,"Report, for frequentist analysis, the alpha threshold (e.g. 0.05) that defines statistical significance?",Comments,"Report criteria used to exclude data?",Comments,"Report how any missing data were treated in the analyses?",Comments,"Report, for Bayesian analysis, the prior probabilities?",Comments,"Define all written measures that describe data variability?",Comments,"Describe data using mean and SD, where appropriate?",Comments,"Describe data using median and IQR, range, or both, where appropriate? ",Comments,"NOT use the SE or CI (e.g. 95% CI) to describe data?",Comments,"Report the P value for all tests of statistical significance? ",Comments,"Report exact P values (e.g. p = 0.021 or p < 0.001)?",Comments,"Report a measure of precision (e.g. 95% CI) for effect sizes? ",Comments,"NOT interpret P values above the alpha threshold as trends towards statistical significance or as statistically significant?",Comments,"Report, for Bayesian analysis, the posterior distribution with a measure of central tendency and a credibility interval?",Comments,"Define all plotted measures that summarise data variability or estimates of effect size?",Comments,"Plot the individual participant/ specimen data in all figures that summarise data variability or estimates of effect size?",Comments,"Make (de-identified) data used in the statistical analysis publicly available?",Comments,"Make data processing code or spreadsheets publicly available? ",Comments,"Make statistical analysis code or spreadsheets publicly available? ",Comments,"Were there inconsistencies within the Journal Instructions to authors? (e.g. Journal Instructions state 'do not report SEs' in text but, in another section of the Journal Instructions to authors, show examples of figures with SEs)","If YES, copy-paste relevant text, or comment",Complete?
67,ZD,pain,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,,Encouraged/recommended,"Authors should indicate in Acknowledgements whether or not the conducted research was preregistered with an analysis plan in an independent, institutional registry. ","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,Encouraged/recommended,,Encouraged/recommended,,No,,Unverified
68,ZD,physiology,Yes,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned","Registration but not pre-registration required: If clinical trials were used, a statement of registration is required","Not mentioned",,Required/mandated,,"Not mentioned",,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,Required/mandated,,"Not mentioned",,"Not mentioned",,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,"Not mentioned",,"Not mentioned",,No,,Unverified
69,AB,neuroscience,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,"Not mentioned",,"Not mentioned",,No,,Complete
70,JD,"behavioral neuroscience",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned","Journal publishes registered reports. Strongly recommends pre-registration for replication studies only","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Incomplete
71,JD,"clinical physiology and functional imaging",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,"Not mentioned",,"Not mentioned",,No,,Incomplete
72,JD,neuropsychobiology,Yes,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Incomplete
73,JD,"physiological research",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Incomplete
74,JD,"respiratory physiology & neurobiology",Yes,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,Encouraged/recommended,,Encouraged/recommended,,No,,Incomplete
75,JD,"journal of clinical neurophysiology",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Incomplete
76,JD,neuroreport,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,"Stated in Tables","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Incomplete
77,JD,"journal of motor behavior",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,"Not mentioned",,"Not mentioned",,No,,Incomplete
78,JD,"journal of integrative neuroscience",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Encouraged/recommended,"In Editorial Policies","Not mentioned","Register systematic reviews","Not mentioned",,Encouraged/recommended,,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,"Not mentioned",,Encouraged/recommended,"In Editorial Policies","Not mentioned",,"Not mentioned",,No,,Incomplete
79,JD,"somatosensory and motor research",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,"Not mentioned",,"Not mentioned",,No,,Incomplete
80,JD,"motor control",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Incomplete
81,JD,"molecular psychiatry",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,"Not mentioned",,"Not mentioned",,No,,Incomplete
82,MH,"neuroscience research",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,Encouraged/recommended,,Encouraged/recommended,,No,,Complete
83,MH,"journal of physiology and pharmacology",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Complete
84,MH,"international journal of psychophysiology",Yes,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,Encouraged/recommended,,Encouraged/recommended,,No,,Complete
85,MH,"european journal of applied physiology",Yes,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Required/mandated,,"Not mentioned",,Encouraged/recommended,"We encourage inclusion of complete statistical analyses and full data sets at the individual level, but these should be presented in tables or as Electronic Supplementary Material (ESM).",Encouraged/recommended,"We encourage inclusion of complete statistical analyses and full data sets at the individual level, but these should be presented in tables or as Electronic Supplementary Material (ESM).","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,Encouraged/recommended,"This journal operates a type 2 research data policy (life sciences). A submission to the journal implies that materials described in the manuscript, including all relevant raw data, will be freely available to any researcher wishing to use them for non-commercial purposes, without breaching participant confidentiality.  The journal strongly encourages that all datasets on which the conclusions of the paper rely should be available to readers. We encourage authors to ensure that their datasets are either deposited in publicly available repositories (where available and appropriate) or presented in the main manuscript or additional supporting files whenever possible. ","Not mentioned",,"Not mentioned",,No,,Incomplete
86,MH,"applied physiology nutrition and metabolism",Yes,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned","define the values provided (e.g., mean and standard deviation or standard error, median, and interquartile range), and ","Not mentioned","define the values provided (e.g., mean and standard deviation or standard error, median, and interquartile range), and ",Required/mandated,"define the values provided (e.g., mean and standard deviation or standard error, median, and interquartile range), and ","Not mentioned","define the values provided (e.g., mean and standard deviation or standard error, median, and interquartile range), and ",Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,"Not mentioned",,Encouraged/recommended,"Supply a data availability statement that says whether the data underpinning the work are available. If yes, specify how data can be accessed and under what conditions data can be reused. Supply repository name, persistent unique identifier (PID: DOI/compact identifier/accession number), and hyperlink.    We encourage authors to make their primary research data publicly available for all articles reporting original research.","Not mentioned",,"Not mentioned",,No,,Incomplete
87,MH,"muscle & nerve",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Incomplete
88,MH,"clinical and experimental pharmacology and physiology",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,"The level of statistical significance (alpha) should be defined and it should be stated explicitly whether this refers to one- or two-sided probability. Nevertheless, exact P values should be given to a sensible number of significant figures (e.g. P = 0.01 rather than P = 0.0058). The risk of type 1 error (a false positive inference) should always be controlled. ","Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,Required/mandated,"Data should be expressed as mean (SD) when the intention is to indicate the degree of variability of the data around the mean value, and as mean ± SEM when the intention is to estimate the population mean from the sample data. In either case, the numbers of observations (n) should be stipulated. This allows the reader to calculate SD from SEM and vice versa. ","Not mentioned",,"Not mentioned","Data should be expressed as mean (SD) when the intention is to indicate the degree of variability of the data around the mean value, and as mean ± SEM when the intention is to estimate the population mean from the sample data. In either case, the numbers of observations (n) should be stipulated. This allows the reader to calculate SD from SEM and vice versa. ",Required/mandated,,Required/mandated,,Encouraged/recommended,,"Not mentioned",,"Not mentioned",,Required/mandated,,"Not mentioned",,Encouraged/recommended,"Note: if data, scripts, or other artefacts used to generate the analyses presented in the paper are available via a publicly available data repository, authors should include a reference to the location of the material within their paper.    The journal encourages authors to share the data and other artefacts supporting the results in the paper by archiving it in an appropriate public repository. Authors should include a data accessibility statement, including a link to the repository they have used, in order that this statement can be published alongside their paper.","Not mentioned","Note: if data, scripts, or other artefacts used to generate the analyses presented in the paper are available via a publicly available data repository, authors should include a reference to the location of the material within their paper.","Not mentioned","Note: if data, scripts, or other artefacts used to generate the analyses presented in the paper are available via a publicly available data repository, authors should include a reference to the location of the material within their paper.",No,,Incomplete
